experiment,model,feature,selection_score
unseen_mythic,random_forest,cat__dns_qtype_PTR,924.9251381011728
unseen_mythic,random_forest,cat__tls_cipher_TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,918.2010392048528
unseen_mythic,random_forest,num__dns_span_minutes,827.9256178269819
unseen_mythic,random_forest,cat__tls_cipher_TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,805.6239473147984
unseen_mythic,random_forest,cat__proto_udp,728.4946649841679
unseen_mythic,random_forest,num__tls_sni_present_ratio,728.474457015402
unseen_mythic,random_forest,num__dns_max_label_length_mean,715.6491878798752
unseen_mythic,random_forest,num__http_get_ratio,691.3500069454905
unseen_mythic,random_forest,cat__tls_cipher_TLS_RSA_WITH_AES_256_CBC_SHA,690.8272705519756
unseen_sliver,logistic_regression,num__unique_destinations_window,46766.75266134051
unseen_sliver,logistic_regression,cat__conn_state_REJ,32354.812745704443
unseen_sliver,logistic_regression,num__source_connections_window,17640.29860231539
unseen_sliver,logistic_regression,cat__service_unknown,17089.62625820553
unseen_sliver,logistic_regression,cat__conn_state_SF,12206.71983669189
unseen_sliver,logistic_regression,num__dns_ttl_std,4731.513900721708
unseen_sliver,logistic_regression,cat__service_ssl,4599.8586487658895
unseen_sliver,logistic_regression,num__dns_unique_queries_window,3599.34020966785
unseen_sliver,logistic_regression,num__cv_iat,2917.498603647401
unseen_sliver,logistic_regression,cat__tls_curve_secp384r1,1801.4760769350526
unseen_sliver,logistic_regression,num__dns_ttl_mean,1698.2212625033549
unseen_sliver,logistic_regression,num__http_request_body_fraction,1608.8751846086745
unseen_sliver,logistic_regression,num__dns_queries_window,1460.2820567957754
unseen_sliver,logistic_regression,num__tls_sni_present_ratio,1262.906776617257
unseen_sliver,logistic_regression,num__dns_queries_per_minute,1255.6376096434276
unseen_sliver,logistic_regression,num__tls_established_ratio,1176.3081599464588
unseen_sliver,logistic_regression,cat__tls_version_TLSv13,1040.5432069566873
unseen_sliver,logistic_regression,cat__tls_curve_unknown,1007.7919651373313
unseen_sliver,logistic_regression,num__active_span_seconds,912.8203868328384
unseen_sliver,logistic_regression,num__dns_max_label_length_mean,897.551890822327
unseen_sliver,logistic_regression,num__http_user_agent_reuse_mean,819.8757046359415
unseen_sliver,logistic_regression,num__dns_query_length_mean,760.3958220549376
unseen_sliver,logistic_regression,num__dns_cv_iat,742.2953153098738
unseen_sliver,logistic_regression,num__dns_query_digit_ratio_mean,698.0501330959629
unseen_sliver,logistic_regression,cat__tls_next_protocol_unknown,680.8394452872833
unseen_sliver,logistic_regression,cat__tls_cipher_TLS_AES_256_GCM_SHA384,615.8431890493501
unseen_sliver,logistic_regression,cat__http_method_POST,556.8259592129442
unseen_sliver,logistic_regression,cat__http_method_GET,543.2210505796052
unseen_sliver,logistic_regression,num__http_post_ratio,539.9617094940834
unseen_sliver,logistic_regression,num__dns_answer_count_mean,536.6176333152555
unseen_sliver,logistic_regression,cat__tls_next_protocol_http/1.1,522.7372761563419
unseen_sliver,logistic_regression,num__bytes_per_packet,518.8536913845338
unseen_sliver,logistic_regression,cat__tls_cipher_TLS_RSA_WITH_AES_128_GCM_SHA256,510.9161956102955
unseen_sliver,logistic_regression,num__http_get_ratio,495.3953298626386
unseen_sliver,logistic_regression,num__dns_nxdomain_ratio,432.42522307941323
unseen_sliver,logistic_regression,num__http_request_body_len_mean,426.7234043838488
unseen_sliver,logistic_regression,cat__tls_cipher_TLS_AES_128_GCM_SHA256,421.1965975127228
unseen_sliver,logistic_regression,cat__service_http,403.81591388076583
unseen_sliver,logistic_regression,"cat__service_quic,ssl",398.7349466585769
unseen_sliver,logistic_regression,num__tls_sni_reuse_count_mean,389.7477199418808
unseen_sliver,logistic_regression,num__tls_resumed_ratio,384.32140092252394
unseen_sliver,logistic_regression,num__http_user_agent_length_mean,382.85717130067565
unseen_sliver,logistic_regression,num__dns_span_minutes,379.34891097046284
unseen_sliver,logistic_regression,num__dns_std_iat,326.8087692854528
unseen_sliver,logistic_regression,cat__tls_cipher_TLS_RSA_WITH_AES_128_CBC_SHA,324.3839571082825
unseen_sliver,logistic_regression,cat__tls_version_TLSv10,321.41580355283304
unseen_sliver,logistic_regression,cat__tls_curve_secp256r1,313.92846444025815
unseen_sliver,logistic_regression,num__http_host_length_mean,287.5484300769226
unseen_sliver,logistic_regression,num__dns_mean_iat,279.34156264286946
unseen_sliver,logistic_regression,num__dst_port,273.43091822474656
unseen_sliver,decision_tree,num__unique_destinations_window,46766.75266134051
unseen_sliver,decision_tree,cat__conn_state_REJ,32354.812745704443
unseen_sliver,decision_tree,num__source_connections_window,17640.29860231539
unseen_sliver,decision_tree,cat__service_unknown,17089.62625820553
unseen_sliver,decision_tree,cat__conn_state_SF,12206.71983669189
unseen_sliver,decision_tree,num__dns_ttl_std,4731.513900721708
unseen_sliver,decision_tree,cat__service_ssl,4599.8586487658895
unseen_sliver,decision_tree,num__dns_unique_queries_window,3599.34020966785
unseen_sliver,decision_tree,num__cv_iat,2917.498603647401
unseen_sliver,decision_tree,cat__tls_curve_secp384r1,1801.4760769350526
unseen_sliver,decision_tree,num__dns_ttl_mean,1698.2212625033549
unseen_sliver,decision_tree,num__http_request_body_fraction,1608.8751846086745
unseen_sliver,decision_tree,num__dns_queries_window,1460.2820567957754
unseen_sliver,decision_tree,num__tls_sni_present_ratio,1262.906776617257
unseen_sliver,decision_tree,num__dns_queries_per_minute,1255.6376096434276
unseen_sliver,decision_tree,num__tls_established_ratio,1176.3081599464588
unseen_sliver,decision_tree,cat__tls_version_TLSv13,1040.5432069566873
unseen_sliver,decision_tree,cat__tls_curve_unknown,1007.7919651373313
unseen_sliver,decision_tree,num__active_span_seconds,912.8203868328384
unseen_sliver,decision_tree,num__dns_max_label_length_mean,897.551890822327
unseen_sliver,decision_tree,num__http_user_agent_reuse_mean,819.8757046359415
unseen_sliver,decision_tree,num__dns_query_length_mean,760.3958220549376
unseen_sliver,decision_tree,num__dns_cv_iat,742.2953153098738
unseen_sliver,decision_tree,num__dns_query_digit_ratio_mean,698.0501330959629
unseen_sliver,decision_tree,cat__tls_next_protocol_unknown,680.8394452872833
unseen_sliver,decision_tree,cat__tls_cipher_TLS_AES_256_GCM_SHA384,615.8431890493501
unseen_sliver,decision_tree,cat__http_method_POST,556.8259592129442
unseen_sliver,decision_tree,cat__http_method_GET,543.2210505796052
unseen_sliver,decision_tree,num__http_post_ratio,539.9617094940834
unseen_sliver,decision_tree,num__dns_answer_count_mean,536.6176333152555
unseen_sliver,decision_tree,cat__tls_next_protocol_http/1.1,522.7372761563419
unseen_sliver,decision_tree,num__bytes_per_packet,518.8536913845338
unseen_sliver,decision_tree,cat__tls_cipher_TLS_RSA_WITH_AES_128_GCM_SHA256,510.9161956102955
unseen_sliver,decision_tree,num__http_get_ratio,495.3953298626386
unseen_sliver,decision_tree,num__dns_nxdomain_ratio,432.42522307941323
unseen_sliver,decision_tree,num__http_request_body_len_mean,426.7234043838488
unseen_sliver,decision_tree,cat__tls_cipher_TLS_AES_128_GCM_SHA256,421.1965975127228
unseen_sliver,decision_tree,cat__service_http,403.81591388076583
unseen_sliver,decision_tree,"cat__service_quic,ssl",398.7349466585769
unseen_sliver,decision_tree,num__tls_sni_reuse_count_mean,389.7477199418808
unseen_sliver,decision_tree,num__tls_resumed_ratio,384.32140092252394
unseen_sliver,decision_tree,num__http_user_agent_length_mean,382.85717130067565
unseen_sliver,decision_tree,num__dns_span_minutes,379.34891097046284
unseen_sliver,decision_tree,num__dns_std_iat,326.8087692854528
unseen_sliver,decision_tree,cat__tls_cipher_TLS_RSA_WITH_AES_128_CBC_SHA,324.3839571082825
unseen_sliver,decision_tree,cat__tls_version_TLSv10,321.41580355283304
unseen_sliver,decision_tree,cat__tls_curve_secp256r1,313.92846444025815
unseen_sliver,decision_tree,num__http_host_length_mean,287.5484300769226
unseen_sliver,decision_tree,num__dns_mean_iat,279.34156264286946
unseen_sliver,decision_tree,num__dst_port,273.43091822474656
unseen_sliver,random_forest,num__unique_destinations_window,46766.75266134051
unseen_sliver,random_forest,cat__conn_state_REJ,32354.812745704443
unseen_sliver,random_forest,num__source_connections_window,17640.29860231539
unseen_sliver,random_forest,cat__service_unknown,17089.62625820553
unseen_sliver,random_forest,cat__conn_state_SF,12206.71983669189
unseen_sliver,random_forest,num__dns_ttl_std,4731.513900721708
unseen_sliver,random_forest,cat__service_ssl,4599.8586487658895
unseen_sliver,random_forest,num__dns_unique_queries_window,3599.34020966785
unseen_sliver,random_forest,num__cv_iat,2917.498603647401
unseen_sliver,random_forest,cat__tls_curve_secp384r1,1801.4760769350526
unseen_sliver,random_forest,num__dns_ttl_mean,1698.2212625033549
unseen_sliver,random_forest,num__http_request_body_fraction,1608.8751846086745
unseen_sliver,random_forest,num__dns_queries_window,1460.2820567957754
unseen_sliver,random_forest,num__tls_sni_present_ratio,1262.906776617257
unseen_sliver,random_forest,num__dns_queries_per_minute,1255.6376096434276
unseen_sliver,random_forest,num__tls_established_ratio,1176.3081599464588
unseen_sliver,random_forest,cat__tls_version_TLSv13,1040.5432069566873
unseen_sliver,random_forest,cat__tls_curve_unknown,1007.7919651373313
unseen_sliver,random_forest,num__active_span_seconds,912.8203868328384
unseen_sliver,random_forest,num__dns_max_label_length_mean,897.551890822327
unseen_sliver,random_forest,num__http_user_agent_reuse_mean,819.8757046359415
unseen_sliver,random_forest,num__dns_query_length_mean,760.3958220549376
unseen_sliver,random_forest,num__dns_cv_iat,742.2953153098738
unseen_sliver,random_forest,num__dns_query_digit_ratio_mean,698.0501330959629
unseen_sliver,random_forest,cat__tls_next_protocol_unknown,680.8394452872833
unseen_sliver,random_forest,cat__tls_cipher_TLS_AES_256_GCM_SHA384,615.8431890493501
unseen_sliver,random_forest,cat__http_method_POST,556.8259592129442
unseen_sliver,random_forest,cat__http_method_GET,543.2210505796052
unseen_sliver,random_forest,num__http_post_ratio,539.9617094940834
unseen_sliver,random_forest,num__dns_answer_count_mean,536.6176333152555
unseen_sliver,random_forest,cat__tls_next_protocol_http/1.1,522.7372761563419
unseen_sliver,random_forest,num__bytes_per_packet,518.8536913845338
unseen_sliver,random_forest,cat__tls_cipher_TLS_RSA_WITH_AES_128_GCM_SHA256,510.9161956102955
unseen_sliver,random_forest,num__http_get_ratio,495.3953298626386
unseen_sliver,random_forest,num__dns_nxdomain_ratio,432.42522307941323
unseen_sliver,random_forest,num__http_request_body_len_mean,426.7234043838488
unseen_sliver,random_forest,cat__tls_cipher_TLS_AES_128_GCM_SHA256,421.1965975127228
unseen_sliver,random_forest,cat__service_http,403.81591388076583
unseen_sliver,random_forest,"cat__service_quic,ssl",398.7349466585769
unseen_sliver,random_forest,num__tls_sni_reuse_count_mean,389.7477199418808
unseen_sliver,random_forest,num__tls_resumed_ratio,384.32140092252394
unseen_sliver,random_forest,num__http_user_agent_length_mean,382.85717130067565
unseen_sliver,random_forest,num__dns_span_minutes,379.34891097046284
unseen_sliver,random_forest,num__dns_std_iat,326.8087692854528
unseen_sliver,random_forest,cat__tls_cipher_TLS_RSA_WITH_AES_128_CBC_SHA,324.3839571082825
unseen_sliver,random_forest,cat__tls_version_TLSv10,321.41580355283304
unseen_sliver,random_forest,cat__tls_curve_secp256r1,313.92846444025815
unseen_sliver,random_forest,num__http_host_length_mean,287.5484300769226
unseen_sliver,random_forest,num__dns_mean_iat,279.34156264286946
unseen_sliver,random_forest,num__dst_port,273.43091822474656
