family,dataset,src_ip,dst_ip,dst_port,proto,multiclass_label,model,prediction
sliver,sliver_A_0655,172.20.0.76,151.101.195.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,151.101.3.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,151.101.67.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,167.82.48.223,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,172.20.0.10,8443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,185.125.190.20,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,185.125.190.21,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,185.125.190.29,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,185.125.190.81,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,185.125.190.82,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,185.125.190.83,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,20.200.245.247,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,23.217.180.246,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,23.217.69.53,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,23.46.237.27,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,23.47.150.66,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,23.49.205.28,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,23.60.185.29,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,23.60.186.45,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,23.63.77.47,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,91.189.91.81,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,91.189.91.82,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,91.189.91.83,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,91.189.92.23,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.76,91.189.92.24,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,103.102.166.224,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,104.16.123.96,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,104.16.124.96,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,104.75.0.183,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,104.75.1.165,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,104.94.216.37,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,104.94.218.45,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,142.251.150.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,142.251.151.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,142.251.152.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,142.251.153.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,142.251.154.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,142.251.155.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,142.251.156.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,142.251.157.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,151.101.131.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,151.101.195.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,151.101.3.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,151.101.67.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,167.82.48.223,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,172.20.0.10,8443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,184.28.183.49,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,185.125.190.20,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,185.125.190.21,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,185.125.190.29,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,185.125.190.81,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,185.125.190.82,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,185.125.190.83,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,20.200.245.247,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,23.217.180.246,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,23.46.237.27,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,23.47.150.66,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,23.49.205.28,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,23.51.60.249,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,23.60.185.29,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,23.60.186.45,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,69.192.128.230,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,91.189.91.81,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,91.189.91.82,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,91.189.91.83,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,91.189.92.23,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.77,91.189.92.24,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,103.102.166.224,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,104.16.123.96,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,104.16.124.96,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,104.75.1.165,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,104.94.216.37,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,104.94.218.45,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,142.251.150.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,142.251.151.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,142.251.152.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,142.251.153.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,142.251.154.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,142.251.155.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,142.251.156.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,142.251.157.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,151.101.131.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,151.101.195.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,151.101.3.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,151.101.67.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,167.82.48.223,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,172.20.0.10,8443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,184.28.183.49,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,185.125.190.20,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,185.125.190.21,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,185.125.190.29,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,185.125.190.81,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,185.125.190.82,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,185.125.190.83,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,20.200.245.247,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,23.217.180.246,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,23.221.151.70,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,23.46.237.27,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,23.47.150.66,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,23.49.205.28,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,23.60.185.29,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,23.60.186.45,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,91.189.91.81,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,91.189.91.82,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,91.189.91.83,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,91.189.92.23,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.78,91.189.92.24,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,103.102.166.224,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,104.16.123.96,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,104.16.124.96,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,104.75.0.183,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,104.75.1.165,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,104.94.216.37,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,104.94.218.45,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,142.251.150.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,142.251.151.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,142.251.152.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,142.251.153.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,142.251.154.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,142.251.155.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,142.251.157.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,151.101.131.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,151.101.195.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,151.101.3.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,151.101.67.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,167.82.48.223,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,172.20.0.10,8443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,184.28.183.49,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,185.125.190.20,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,185.125.190.21,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,185.125.190.29,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,185.125.190.81,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,185.125.190.82,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,185.125.190.83,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,20.200.245.247,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,23.217.69.53,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,23.46.237.27,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,23.47.150.66,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,23.49.205.28,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,23.60.185.29,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,23.60.186.45,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,23.63.77.47,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,91.189.91.81,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,91.189.91.82,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,91.189.91.83,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,91.189.92.23,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.79,91.189.92.24,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,103.102.166.224,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,104.16.123.96,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,104.16.124.96,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,104.75.0.183,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,104.75.1.165,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,104.94.216.37,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,104.94.218.45,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,142.251.150.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,142.251.151.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,142.251.152.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,142.251.153.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,142.251.154.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,142.251.155.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,142.251.156.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,142.251.157.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,151.101.131.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,151.101.195.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,151.101.3.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,151.101.67.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,167.82.48.223,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,184.28.183.49,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,184.31.228.249,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,185.125.190.20,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,185.125.190.21,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,185.125.190.29,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,185.125.190.81,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,185.125.190.82,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,185.125.190.83,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,20.200.245.247,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,202.43.57.85,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,23.217.180.246,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,23.217.69.53,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,23.221.151.70,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,23.46.237.27,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,23.47.150.66,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,23.49.205.28,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,23.51.60.249,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,23.60.185.29,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,23.60.186.45,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,23.63.77.47,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,69.192.128.230,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,91.189.91.81,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,91.189.91.82,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,91.189.91.83,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,91.189.92.23,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.8,91.189.92.24,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,103.102.166.224,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,104.16.123.96,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,104.16.124.96,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,104.75.0.183,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,104.75.1.165,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,104.94.216.37,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,104.94.218.45,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,142.251.150.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,142.251.151.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,142.251.152.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,142.251.153.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,142.251.154.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,142.251.155.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,142.251.156.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,142.251.157.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,151.101.131.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,151.101.192.223,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,151.101.195.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,151.101.3.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,151.101.67.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,167.82.48.223,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,184.27.208.249,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,184.28.183.49,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,184.31.228.249,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,185.125.190.20,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,185.125.190.21,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,185.125.190.29,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,185.125.190.81,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,185.125.190.82,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,185.125.190.83,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,20.200.245.247,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,202.43.57.85,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,23.217.180.246,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,23.217.69.53,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,23.221.151.70,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,23.46.237.27,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,23.47.150.66,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,23.49.205.28,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,23.60.185.29,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,23.60.186.45,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,23.63.77.47,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,91.189.91.81,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,91.189.91.82,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,91.189.91.83,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,91.189.92.23,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.80,91.189.92.24,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,103.102.166.224,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,104.16.123.96,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,104.16.124.96,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,104.75.0.183,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,104.75.1.165,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,104.94.216.37,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,104.94.218.45,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,142.251.150.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,142.251.151.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,142.251.152.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,142.251.153.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,142.251.154.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,142.251.155.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,142.251.156.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,142.251.157.119,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,151.101.128.223,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,151.101.131.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,151.101.195.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,151.101.3.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,151.101.67.19,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,167.82.0.223,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,167.82.48.223,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,184.28.183.49,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,184.31.228.249,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,185.125.190.20,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,185.125.190.21,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,185.125.190.29,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,185.125.190.81,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,185.125.190.82,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,185.125.190.83,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,20.200.245.247,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,202.43.57.85,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,23.217.180.246,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,23.217.69.53,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,23.221.151.70,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,23.46.237.27,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,23.47.150.66,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,23.49.205.28,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,23.60.185.29,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,23.60.186.45,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,69.192.128.230,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,91.189.91.81,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,91.189.91.82,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,91.189.91.83,443,tcp,sliver,decision_tree,sliver
sliver,sliver_A_0655,172.20.0.81,91.189.92.23,443,tcp,sliver,decision_tree,sliver
