#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ssl
#open	2026-09-23-18-29-29
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	cipher	curve	server_name	resumed	last_alert	next_protocol	established	ssl_history	cert_chain_fps	client_cert_chain_fps	sni_matches_cert
#types	time	string	addr	port	addr	port	string	string	string	string	bool	string	string	bool	string	vector[string]	vector[string]	bool
1696344948.490452	ClDj7s2dXrsZN62R71	10.1.2.147	49328	23.222.241.141	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	secp256r1	www.bing.com	F	-	h2	T	CsxknGIti	80a5435f1698438a7d697f67fc00c3c86d13b0ac230853d7ef05be890da297e0,04eeea8e50b4775b3c24797262917ee50002ec4c75b56cdf3ee1c18cfca5ba52	(empty)	T
1696349902.944734	CPphpt3CyckEyvXB96	10.1.2.147	49578	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349904.713828	CzkFOddpcEY8eazu4	10.1.2.147	49579	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349907.261104	CGVaXjnIDvoF0Hm1e	10.1.2.147	49580	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349907.620837	CfVY9S3QmZ9dU53kie	10.1.2.147	49581	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349909.117939	CZJGvz3R5q699eJXW4	10.1.2.147	49582	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349910.990903	CSCIaee8gXwwV6XUe	10.1.2.147	49583	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349912.783885	CD9Dzc26D65RLN1yOe	10.1.2.147	49584	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349913.498824	COLXCNCWuuMnKUFxb	10.1.2.147	49585	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349915.336780	CZm2u43WKObtcb4dhj	10.1.2.147	49586	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349917.060586	CXSV4g3ZLwJDsZXzw	10.1.2.147	49587	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349917.783834	C4vuem2UQXRLH9sFRc	10.1.2.147	49588	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349919.498873	CorybN2Bi8tdJSqUmd	10.1.2.147	49589	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349921.085790	Chj53q13oRbWzvx3Mj	10.1.2.147	49590	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349922.760300	CyObimHIRmpaiYtL1	10.1.2.147	49591	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349924.388468	CmgJjd1anSAdheuSCf	10.1.2.147	49592	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349925.942682	CEUhLl2RGh61ZRuGha	10.1.2.147	49593	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349927.403770	C3vczg4leNBPu74Mxb	10.1.2.147	49594	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349928.101592	CPzza32fdbDh46miC1	10.1.2.147	49595	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349931.044245	CxIzjS21V0Ece3QjW3	10.1.2.147	49596	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349932.381607	CvHforCdUwznwUq1e	10.1.2.147	49597	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349932.607645	CQ9aun28mO9kepwtRg	10.1.2.147	49598	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349935.879563	C0HOsA1QWkMWPYXgti	10.1.2.147	49599	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349936.220396	C6dLTP2PbdMDjqsKgi	10.1.2.147	49600	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349936.401270	COOPib3SnGrb0i37Lb	10.1.2.147	49601	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349937.490386	CCZvtG3ZlOjJ4hoq16	10.1.2.147	49603	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349937.668574	CdmvfF3h9KYAiZ1qj1	10.1.2.147	49604	52.167.17.97	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	secp384r1	settings-win.data.microsoft.com	F	-	h2	T	CsxknGIi	5a0238e0fce1cd8f03b1e0f3f41f6d31a87d126f2ababd69b3710174ec874e0e,83688f2aef71386e0936c4b3013b07e8e0c796d8427716dd48b2a63d79509129	(empty)	T
1696349937.745258	CFX4q94VwfuV69yfw5	10.1.2.147	49602	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349937.807149	Ci1vbvN4rCQ9Yw7p3	10.1.2.147	49605	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349938.593515	Cv4CYl1vQlbsxOkgZ9	10.1.2.147	49606	40.126.29.15	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	secp384r1	login.live.com	F	-	-	T	CsxuknGIi	153d6fe65681bd9dc00825c92d5df642cbe3c21eafdc1365d579a441ff0f3c77,c1ad7778796d20bca65c889a2655021156528bb62ff5fa43e1b8e5a83e3d2eaa	(empty)	T
1696349938.880190	CfENVq2ryUeVVYgUvl	10.1.2.147	49607	52.167.17.97	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	secp384r1	settings-win.data.microsoft.com	F	-	h2	T	CsxknGIi	5a0238e0fce1cd8f03b1e0f3f41f6d31a87d126f2ababd69b3710174ec874e0e,83688f2aef71386e0936c4b3013b07e8e0c796d8427716dd48b2a63d79509129	(empty)	T
1696349948.954621	CkpPhQ1t60P81FZB99	10.1.2.147	49608	209.126.9.47	2078	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	x25519	-	F	-	-	T	CsxknGIti	dbd613dcfee051ae8de0083a8824d0d785e750ac89d7507a1e994b42aae45ead	(empty)	-
1696349967.845644	CiA6uz2tPEH64OEEkk	10.1.2.147	49609	52.165.165.26	443	TLSv12	TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384	secp384r1	slscr.update.microsoft.com	F	-	h2	T	CsxknGIi	9dc07d06f1becf1946169627dc742151d424beaf97d6e51c863cc82ef11dc97d,21158ad4dce10197239a87ebeb4d8d47e9e9be716ad497a2e036774caf5072cf	(empty)	T
1696349968.249814	CmdP1aqbBP7oTlqJf	10.1.2.147	49610	52.165.164.15	443	TLSv12	TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384	secp384r1	fe3cr.delivery.mp.microsoft.com	F	-	h2	T	CsxknGIi	25c451c3fadbc4d6ac1219a92303d074edf3d50f6baf30aae36f3d0465d425c2,21158ad4dce10197239a87ebeb4d8d47e9e9be716ad497a2e036774caf5072cf	(empty)	T
1696349968.554454	CtHrNf4J8yCBlXKk3g	10.1.2.147	49611	52.165.165.26	443	TLSv12	TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384	secp384r1	slscr.update.microsoft.com	F	-	h2	T	CsxknGIi	9dc07d06f1becf1946169627dc742151d424beaf97d6e51c863cc82ef11dc97d,21158ad4dce10197239a87ebeb4d8d47e9e9be716ad497a2e036774caf5072cf	(empty)	T
1696349968.888916	CYthDJcSKGCduPHg7	10.1.2.147	49612	52.165.165.26	443	TLSv12	TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384	secp384r1	slscr.update.microsoft.com	F	-	h2	T	CsxknGIi	9dc07d06f1becf1946169627dc742151d424beaf97d6e51c863cc82ef11dc97d,21158ad4dce10197239a87ebeb4d8d47e9e9be716ad497a2e036774caf5072cf	(empty)	T
1696349969.454361	C2TXzK1fA3MIyD5c24	10.1.2.147	49613	104.46.162.226	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	secp384r1	v10.events.data.microsoft.com	F	-	h2	T	CsxknGIi	ff1e7eea14833d39c83ab0e128d3e9027cd9832b5a41483e1c309f1436b7e451,83688f2aef71386e0936c4b3013b07e8e0c796d8427716dd48b2a63d79509129	(empty)	T
1696349971.042107	CNIoyNyaiuWfV0Eyi	10.1.2.147	49614	104.46.162.226	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	secp384r1	v10.events.data.microsoft.com	F	-	h2	T	CsxknGIi	ff1e7eea14833d39c83ab0e128d3e9027cd9832b5a41483e1c309f1436b7e451,83688f2aef71386e0936c4b3013b07e8e0c796d8427716dd48b2a63d79509129	(empty)	T
1696350269.605139	CYAybW2QCiTeMTvMT6	10.1.2.147	49619	167.86.96.3	2222	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	x25519	-	F	-	-	T	CsxknGIti	881fb03efb27671a0d2e22ccd7b7e10cc1b6c3fa5bad3b8bbb165d2e4314ed3d	(empty)	-
1696350350.180894	CR1OkD1Ifn6xooONaf	10.1.2.147	49620	13.69.109.131	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	secp384r1	v10.events.data.microsoft.com	F	-	h2	T	CsxknGIi	ff1e7eea14833d39c83ab0e128d3e9027cd9832b5a41483e1c309f1436b7e451,83688f2aef71386e0936c4b3013b07e8e0c796d8427716dd48b2a63d79509129	(empty)	T
1696350419.270439	CzExIW1tgIAEbrEDVh	10.1.2.147	49621	79.141.175.96	2078	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	x25519	-	F	-	-	T	CsxknGIti	952279a87ece3a66f6dc20cff01c9a992701d8f2fde21b0205fbeb3bff5d2f73	(empty)	-
1696350569.146457	C891Jvd2pld2zbAAh	10.1.2.147	49627	38.242.240.28	1194	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	x25519	-	F	-	-	T	CsxknGIti	ce28f5c68bc585e70a70230dbf30127593a9d012aa28e87ad233bf2f2a3ae405	(empty)	-
1696350718.754114	CB1K1eHbFrajAmF72	10.1.2.147	49628	209.126.9.47	2078	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	x25519	-	F	-	-	T	CsxknGIti	dbd613dcfee051ae8de0083a8824d0d785e750ac89d7507a1e994b42aae45ead	(empty)	-
1696351039.047034	CXCtXL3i8DxcMxKPfc	10.1.2.147	49634	167.86.96.3	2222	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	x25519	-	F	-	-	T	CsxknGIti	881fb03efb27671a0d2e22ccd7b7e10cc1b6c3fa5bad3b8bbb165d2e4314ed3d	(empty)	-
1696351188.723256	CLNvKifJfctdo91J2	10.1.2.147	49635	79.141.175.96	2078	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	x25519	-	F	-	-	T	CsxknGIti	952279a87ece3a66f6dc20cff01c9a992701d8f2fde21b0205fbeb3bff5d2f73	(empty)	-
1696351339.405194	CJ7Z1k2oC6ufwvHHb3	10.1.2.147	49636	38.242.240.28	1194	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	x25519	-	F	-	-	T	CsxknGIti	ce28f5c68bc585e70a70230dbf30127593a9d012aa28e87ad233bf2f2a3ae405	(empty)	-
1696351488.911985	CoXYIE3tnx4qk9hGGc	10.1.2.147	49638	209.126.9.47	2078	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	x25519	-	F	-	-	T	CsxknGIti	dbd613dcfee051ae8de0083a8824d0d785e750ac89d7507a1e994b42aae45ead	(empty)	-
1696351808.697071	C4FYob2CAZzP28eF08	10.1.2.147	49640	167.86.96.3	2222	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	x25519	-	F	-	-	T	CsxknGIti	881fb03efb27671a0d2e22ccd7b7e10cc1b6c3fa5bad3b8bbb165d2e4314ed3d	(empty)	-
1696351958.328014	CycdRb3rUzZtmHFdXg	10.1.2.147	49641	79.141.175.96	2078	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	x25519	-	F	-	-	T	CsxknGIti	952279a87ece3a66f6dc20cff01c9a992701d8f2fde21b0205fbeb3bff5d2f73	(empty)	-
1696352108.096191	Cfnr5F2bD2FuvJJCnc	10.1.2.147	49642	38.242.240.28	1194	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	x25519	-	F	-	-	T	CsxknGIti	ce28f5c68bc585e70a70230dbf30127593a9d012aa28e87ad233bf2f2a3ae405	(empty)	-
1696352148.384930	CF1QGn4CtxMjdvBhEl	10.1.2.147	49643	23.96.180.189	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	secp384r1	fd.api.iris.microsoft.com	F	-	h2	T	CsxknGIi	88823c8e3d11e210b4552d71bbc230fe81235b7e2d96a745c018fe946fdf4754,d6831ba43607f5ac19778d627531562af55145f191cab5efafa0e0005442b302	(empty)	T
1696352150.145577	CM7h9h396CrvZ2I2Vi	10.1.2.147	49644	20.42.65.90	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	secp384r1	v10.events.data.microsoft.com	F	-	h2	T	CsxknGIi	ff1e7eea14833d39c83ab0e128d3e9027cd9832b5a41483e1c309f1436b7e451,83688f2aef71386e0936c4b3013b07e8e0c796d8427716dd48b2a63d79509129	(empty)	T
1696352257.572808	CSgOXr3nUPqgzj9eF7	10.1.2.147	49645	209.126.9.47	2078	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	x25519	-	F	-	-	T	CsxknGIti	dbd613dcfee051ae8de0083a8824d0d785e750ac89d7507a1e994b42aae45ead	(empty)	-
1696352577.680792	Cq7QKx4n0toEnZE7Sf	10.1.2.147	49648	167.86.96.3	2222	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	x25519	-	F	-	-	T	CsxknGIti	881fb03efb27671a0d2e22ccd7b7e10cc1b6c3fa5bad3b8bbb165d2e4314ed3d	(empty)	-
1696352727.349933	CHjOge1vw9E1OOsQI6	10.1.2.147	49649	79.141.175.96	2078	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	x25519	-	F	-	-	T	CsxknGIti	952279a87ece3a66f6dc20cff01c9a992701d8f2fde21b0205fbeb3bff5d2f73	(empty)	-
1696352877.238647	CYDDW549XMdqP6jx68	10.1.2.147	49650	38.242.240.28	1194	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	x25519	-	F	-	-	T	CsxknGIti	ce28f5c68bc585e70a70230dbf30127593a9d012aa28e87ad233bf2f2a3ae405	(empty)	-
1696353026.765532	COiYbN3B3NXimbVmZ5	10.1.2.147	49651	209.126.9.47	2078	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	x25519	-	F	-	-	T	CsxknGIti	dbd613dcfee051ae8de0083a8824d0d785e750ac89d7507a1e994b42aae45ead	(empty)	-
1696353346.580365	CpXoac1fxppzZqyWH3	10.1.2.147	49654	167.86.96.3	2222	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	x25519	-	F	-	-	T	CsxknGIti	881fb03efb27671a0d2e22ccd7b7e10cc1b6c3fa5bad3b8bbb165d2e4314ed3d	(empty)	-
1696353496.213584	C8NkE71vYgDrXzMycb	10.1.2.147	49655	79.141.175.96	2078	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	x25519	-	F	-	-	T	CsxknGIti	952279a87ece3a66f6dc20cff01c9a992701d8f2fde21b0205fbeb3bff5d2f73	(empty)	-
#close	2026-09-23-18-29-30
